All,सभी
"Invalid name of tax class specified.","निर्दिष्ट कर वर्ग का अमान्य नाम।"
"We can't delete this tax class right now.","हम अभी इस कर वर्ग को हटा नहीं सकते हैं।"
"We can't save this tax class right now.","हम अभी इस कर वर्ग को नहीं बचा सकते हैं।"
"Range To should be equal or greater than Range From.","रेंज रेंज से बराबर या उससे अधिक होना चाहिए।"
"This class no longer exists.","यह वर्ग अब मौजूद नहीं है।"
"You cannot delete this tax class because it is used in Tax Rules. You have to delete the rules it is used in first.","आप इस कर वर्ग को हटा नहीं सकते क्योंकि इसका उपयोग कर नियमों में किया जाता है। आपको पहले उपयोग किए गए नियमों को हटाना होगा।"
"You cannot delete this tax class because it is used in existing %1(s).","आप इस कर वर्ग को हटा नहीं सकते क्योंकि इसका उपयोग मौजूदा %1(s) में किया जाता है।"
"Custom price if available","कस्टम मूल्य यदि उपलब्ध हो"
"Original price only","केवल मूल कीमत"
"Shipping Origin","शिपिंग उत्पत्ति"
"No (price without tax)","नहीं (कर के बिना मूल्य)"
"Yes (only price with tax)","हाँ (केवल कर के साथ मूल्य)"
"Both (without and with tax)","दोनों (बिना और कर के)"
"Invalid type supplied","अमान्य प्रकार की आपूर्ति की गई"
"Class name and class type","क्लास का नाम और क्लास का प्रकार"
"No such entity with %fieldName = %fieldValue","%fieldName =%fieldValue जैसी कोई इकाई नहीं है"
"Grand Total (Excl. Tax)","ग्रैंड टोटल (एक्सल टैक्स)"
"Grand Total (Incl. Tax)","ग्रैंड टोटल (इंकल टैक्स)"
"Shipping (Excl. Tax)","शिपिंग (एक्सेल टैक्स)"
"Shipping (Incl. Tax)","शिपिंग (इंकल टैक्स)"
"Before Discount","छूट से पहले"
"After Discount","छूट के बाद"
"Excluding Tax","टैक्स छोड़कर"
"Including Tax","कर सहित"
"Including and Excluding Tax","सहित और बहिष्कृत कर"
"To apply the discount on prices including tax and apply the tax after discount, set Catalog Prices to “Including Tax”. ","कर सहित कीमतों पर छूट लागू करने और छूट के बाद कर लागू करने के लिए, कैटलॉग मूल्य को ""कर सहित"" पर सेट करें। "
"Store(s) affected: ","दुकान प्रभावित है: "
"Click on the link to <a href=""%1"">ignore this notification</a>","<a href=""%1""> इस अधिसूचना को अनदेखा करें </a> के लिंक पर क्लिक करें"
"With customer tax applied “Before Discount”, the final discount calculation may not match customers’ expectations. ","""डिस्काउंट से पहले"" लागू होने वाले ग्राहक कर के साथ, अंतिम छूट गणना ग्राहकों की अपेक्षाओं से मेल नहीं खा सकती है। "
